,project_id,program,unit_type,affordability_start_year,affordability_expiration_year,longitude,latitude,total_units,total_affordable_units
656,5592,Developer Incentive,Multifamily,2020,2119,-97.71047276053403,30.285229840237907,1,1
657,4239,Developer Incentive,Single Family,2009,2010,-97.70120239,30.29450035,1,1
658,4776,Developer Incentive,Single Family,2007,2008,-97.767816,30.140811,1,1
659,3288,NHCD Program,Single Family,2006,2016,-97.72265809673522,30.2828193304993,1,1
660,5433,Private Activity Bonds,Multifamily,2000,2020,-97.756111,30.235242,172,172
661,4838,Developer Incentive,Single Family,2008,2009,-97.767643,30.139383000000002,1,1
662,4852,Developer Incentive,Single Family,2009,2010,-97.77060300000001,30.139188,1,1
663,4208,Developer Incentive,Single Family,2012,2013,-97.70159912,30.29680061,1,1
664,5016,Developer Incentive,Single Family,2007,2008,-97.69283100000001,30.199945,1,1
665,5141,Developer Incentive,Single Family,2012,2013,-97.699377,30.198186,1,1
666,3377,NHCD Program,Multifamily,2010,2109,-97.77253292895959,30.200676191504197,240,176
667,5126,Developer Incentive,Single Family,2011,2012,-97.700644,30.199277000000002,1,1
668,5468,NHCD Program,Single Family,1993,2023,-97.723066,30.266015999999997,1,1
669,4358,Developer Incentive,Single Family,2013,2014,-97.70149994,30.29770088,1,1
670,4290,Developer Incentive,Single Family,2013,2014,-97.70249939,30.29680061,1,1
671,4074,Developer Incentive,Single Family,2016,2017,-97.69680023,30.29380035,1,1
672,4895,Developer Incentive,Single Family,2012,2013,-97.7679,30.1419,1,1
673,5075,Developer Incentive,Single Family,2008,2009,-97.69366,30.201144,1,1
674,3395,NHCD Program,FourPlex,2015,2114,-97.8032722816043,30.2276424167489,4,3
675,5091,Developer Incentive,Single Family,2009,2010,-97.697517,30.197071,1,1
676,3883,Developer Incentive,Multifamily,2019,2059,-97.744188,30.285401,439,44
677,3296,NHCD Program,Single Family,2009,2108,-97.7016423888114,30.3951714095675,1,1
678,3255,NHCD Program,Single Family,2007,2027,-97.73381984239549,30.1927525514336,3,3
679,4077,Developer Incentive,Single Family,2016,2017,-97.69680023,30.294200899999996,1,1
680,4834,Developer Incentive,Single Family,2008,2009,-97.767866,30.139515999999997,1,1
681,5100,Developer Incentive,Single Family,2010,2011,-97.69716700000001,30.195701,1,1
682,4960,Developer Incentive,Single Family,2006,2007,-97.69386800000001,30.19872,1,1
683,5544,NHCD Program,Multifamily,2018,2117,-97.72018,30.274379999999997,1,1
684,3312,NHCD Program,Single Family,2001,2021,-97.72826475291149,30.2682052936843,1,1
685,4398,Developer Incentive,Single Family,2014,2015,-97.70059967,30.29710007,1,1
686,4832,Developer Incentive,Single Family,2008,2009,-97.76929100000001,30.141786,1,1
687,3579,Developer Incentive,Multifamily,2014,2029,-97.74598714388179,30.293152441582603,10,1
688,3360,NHCD Program,Single Family,2012,2022,-97.6476395303941,30.2942143446233,1,1
689,4050,Developer Incentive,Single Family,2015,2016,-97.69599915,30.29220009,1,1
690,4063,Developer Incentive,Single Family,2016,2017,-97.69619751,30.29389954,1,1
691,5434,Private Activity Bonds,Multifamily,2000,2020,-97.71088,30.348603999999998,176,176
692,5245,Developer Incentive,Multifamily,2019,2059,-97.725581,30.393743,363,31
693,5089,Developer Incentive,Single Family,2009,2010,-97.696759,30.198281,1,1
694,5435,Private Activity Bonds,Multifamily,2007,2027,-97.702694,30.366940999999997,252,252
695,3503,Developer Incentive,Single Family,2013,2018,-97.71610600000001,30.27089,2,1
696,4278,Developer Incentive,Single Family,2011,2012,-97.70030212,30.29089928,1,1
697,5450,NHCD Program,Single Family,1993,2023,-97.72450500000001,30.266118,1,1
698,3332,NHCD Program,Single Family,2013,2023,-97.647311626621,30.2945785022599,1,1
699,4244,Developer Incentive,Single Family,2009,2010,-97.70159912,30.29450035,1,1
700,3911,NHCD Program,Single Family,2015,2114,-97.730419,30.270767,1,1
701,4924,Developer Incentive,Single Family,2013,2014,-97.76959599999999,30.142176,1,1
702,4981,Developer Incentive,Single Family,2006,2007,-97.692948,30.198983000000002,1,1
703,3581,Developer Incentive,Multifamily,2014,2029,-97.7474614704892,30.284684620424198,136,28
704,4529,NHCD Program,Single Family,2017,2027,-97.83030500000001,30.192655,1,1
705,3256,NHCD Program,Duplex,2008,2048,-97.7100588157448,30.2684697354704,2,2
706,4253,Developer Incentive,Single Family,2009,2010,-97.70249939,30.29339981,1,1
707,4271,Developer Incentive,Single Family,2011,2012,-97.70030212,30.29089928,1,1
708,4246,Developer Incentive,Single Family,2009,2010,-97.70179749,30.29439926,1,1
709,3471,NHCD Program,Single Family,2009,2019,-97.75959007558279,30.178355314590302,1,1
710,4794,Developer Incentive,Single Family,2007,2008,-97.768693,30.139484999999997,1,1
711,5356,Developer Incentive,Single Family,2017,2018,-97.698859,30.299964000000003,1,1
712,4416,Developer Incentive,Single Family,2017,2018,-97.760856,30.17972,1,1
713,4025,Developer Incentive,Single Family,2015,2016,-97.6964035,30.29269981,1,1
714,5527,Developer Incentive,Multifamily,2019,2118,-97.752302,30.254740999999996,1,1
715,5154,Developer Incentive,Single Family,2013,2014,-97.703086,30.197954,1,1
716,3448,NHCD Program,Single Family,2009,2024,-97.7604315673755,30.178933623639104,1,1
717,3364,NHCD Program,Single Family,2012,2022,-97.647307036687,30.294150085913,1,1
718,4488,NHCD Program,Single Family,2017,2027,-97.83030500000001,30.192655,1,1
719,5047,Developer Incentive,Single Family,2008,2009,-97.696435,30.197094,1,1
720,5139,Developer Incentive,Single Family,2012,2013,-97.699998,30.198721000000003,1,1
721,3805,Developer Incentive,Single Family,2013,2014,-97.68634499999999,30.274812,1,1
722,3910,NHCD Program,Single Family,2015,2114,-97.730577,30.270771000000003,1,1
723,4918,Developer Incentive,Single Family,2013,2014,-97.76629399999999,30.141465000000004,1,1
