ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,LAGOS EL,05/01/2019 12:00:00 AM,412.0,263.0,45.0,104.0,211709.72999999998
2018-2019,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,LAKE POINTE ELEMENTARY,06/01/2019 12:00:00 AM,721.0,93.0,6.0,622.0,43513.020000000004
2018-2019,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,LAKE TRAVIS EL,06/01/2019 12:00:00 AM,884.0,412.0,49.0,423.0,257925.32000000004
2018-2019,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,LAKEWAY EL,06/01/2019 12:00:00 AM,705.0,61.0,5.0,640.0,38896.07
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,06/01/2019 12:00:00 AM,1198.0,227.0,39.0,932.0,112132.29
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD EL,05/01/2019 12:00:00 AM,551.0,551.0,0.0,0.0,449998.52
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,05/01/2019 12:00:00 AM,1254.0,107.0,18.0,1129.0,40458.57
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,05/01/2019 12:00:00 AM,840.0,611.0,62.0,166.0,195170.83
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE EL,05/01/2019 12:00:00 AM,435.0,74.0,6.0,355.0,48951.45
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER EL,05/01/2019 12:00:00 AM,301.0,301.0,0.0,0.0,232580.88999999996
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LIVELY MIDDLE,05/01/2019 12:00:00 AM,1072.0,594.0,58.0,420.0,330057.21
2018-2019,4943,MONTESSORI FOR ALL Inc.,TRAVIS,Educational Institution,Charter,MAGNOLIA MONTESSORI FOR ALL,05/01/2019 12:00:00 AM,404.0,208.0,18.0,177.0,104195.13
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR ELEMENTARY,05/01/2019 12:00:00 AM,291.0,238.0,25.0,28.0,181032.84999999998
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR H S,05/01/2019 12:00:00 AM,1963.0,1291.0,175.0,497.0,775970.72
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR J H,05/01/2019 12:00:00 AM,789.0,557.0,81.0,151.0,364471.18999999994
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR NEW TECHNOLOGY HIGH SCHOOL,05/01/2019 12:00:00 AM,430.0,216.0,48.0,166.0,178990.31000000006
2018-2019,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR NEW TECHNOLOGY MIDDLE,05/01/2019 12:00:00 AM,692.0,369.0,95.0,228.0,272100.48
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD EL,05/01/2019 12:00:00 AM,485.0,163.0,17.0,305.0,108345.07
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN MIDDLE,05/01/2019 12:00:00 AM,592.0,592.0,0.0,0.0,305398.94
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS EL,05/01/2019 12:00:00 AM,428.0,133.0,18.0,276.0,81792.49
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY,05/01/2019 12:00:00 AM,483.0,483.0,0.0,0.0,305503.66
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2019 12:00:00 AM,1769.0,342.0,45.0,1382.0,95125.67
2018-2019,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,MCFADDEN RANCH,06/01/2019 12:00:00 AM,37.0,37.0,0.0,0.0,52915.13
2018-2019,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,MCLENNAN COUNTY STATE JUVENILE CORRECTIONAL FACILI,06/01/2019 12:00:00 AM,259.0,259.0,0.0,0.0,422839.38
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA EL,05/01/2019 12:00:00 AM,740.0,340.0,40.0,359.0,203502.47999999998
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,05/01/2019 12:00:00 AM,630.0,630.0,0.0,0.0,369161.91000000003
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ EL,05/01/2019 12:00:00 AM,260.0,260.0,0.0,0.0,197717.16999999998
