ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement,Lat,Lng,Address,Zipcode
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HILL ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,1002.0,145.0,6.0,851.0,101035.2,30.376355800000002,-97.7485748,"8601 Tallwood Dr, Austin, TX 78759, USA",78759.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,717.0,628.0,52.0,37.0,400582.85,30.197253600000003,-97.7550395,"5409 Ponciana Dr, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,690.0,611.0,40.0,39.0,495663.33,30.197253600000003,-97.7550395,"5409 Ponciana Dr, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON ELEMENTARY AUSTIN,06/01/2018 12:00:00 AM,584.0,507.0,35.0,42.0,414891.67,30.197253600000003,-97.7550395,"5409 Ponciana Dr, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,582.0,582.0,0.0,0.0,416593.9,30.197253600000003,-97.7550395,"5409 Ponciana Dr, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,06/01/2016 12:00:00 AM,316.0,284.0,20.0,12.0,163446.67999999993,30.2571118,-97.6820612,"1012 Arthur Stiles Rd, Austin, TX 78721, USA",78721.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,06/01/2017 12:00:00 AM,303.0,270.0,17.0,15.0,162764.78999999998,30.2571118,-97.6820612,"1012 Arthur Stiles Rd, Austin, TX 78721, USA",78721.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,05/01/2018 12:00:00 AM,211.0,180.0,14.0,18.0,124120.16000000002,30.2571118,-97.6820612,"1012 Arthur Stiles Rd, Austin, TX 78721, USA",78721.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,05/01/2019 12:00:00 AM,227.0,191.0,17.0,19.0,132086.41,30.2571118,-97.6820612,"1012 Arthur Stiles Rd, Austin, TX 78721, USA",78721.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,681.0,618.0,36.0,27.0,401729.48999999993,30.301088699999998,-97.6467738,"6711 Johnny Morris Rd, Austin, TX 78724, USA",78724.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,714.0,640.0,44.0,30.0,423481.14,30.301088699999998,-97.6467738,"6711 Johnny Morris Rd, Austin, TX 78724, USA",78724.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN ELEMENTARY AUSTIN,06/01/2018 12:00:00 AM,604.0,535.0,35.0,34.0,371380.76,30.301088699999998,-97.6467738,"6711 Johnny Morris Rd, Austin, TX 78724, USA",78724.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,636.0,636.0,0.0,0.0,395321.96,30.301088699999998,-97.6467738,"6711 Johnny Morris Rd, Austin, TX 78724, USA",78724.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN ELEMENTARY,06/01/2016 12:00:00 AM,273.0,187.0,22.0,64.0,140329.48,30.2278837,-97.7901739,"4500 Manchaca Rd, Austin, TX 78745, USA",78745.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN ELEMENTARY,06/01/2017 12:00:00 AM,258.0,174.0,11.0,73.0,126416.67,30.2278837,-97.7901739,"4500 Manchaca Rd, Austin, TX 78745, USA",78745.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN ELEMENTARY,05/01/2018 12:00:00 AM,275.0,186.0,11.0,78.0,122121.53999999998,30.2278837,-97.7901739,"4500 Manchaca Rd, Austin, TX 78745, USA",78745.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN ELEMENTARY,05/01/2019 12:00:00 AM,290.0,186.0,7.0,97.0,121058.12,30.2278837,-97.7901739,"4500 Manchaca Rd, Austin, TX 78745, USA",78745.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,06/01/2016 12:00:00 AM,1201.0,333.0,37.0,831.0,178703.38999999996,30.271025899999998,-97.7217655,"1607 Pennsylvania Ave, Austin, TX 78702, USA",78702.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,06/01/2017 12:00:00 AM,1223.0,313.0,32.0,878.0,153404.16999999998,30.271025899999998,-97.7217655,"1607 Pennsylvania Ave, Austin, TX 78702, USA",78702.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,05/01/2018 12:00:00 AM,1221.0,335.0,48.0,838.0,181427.2,30.271025899999998,-97.7217655,"1607 Pennsylvania Ave, Austin, TX 78702, USA",78702.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,05/01/2019 12:00:00 AM,1278.0,376.0,42.0,860.0,203089.32,30.271025899999998,-97.7217655,"1607 Pennsylvania Ave, Austin, TX 78702, USA",78702.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER ELEMENTARY,06/01/2016 12:00:00 AM,1003.0,47.0,4.0,953.0,36760.150000000016,30.191388899999996,-97.8813889,"5913 La Crosse Ave, Austin, TX 78739, USA",78739.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER ELEMENTARY,06/01/2017 12:00:00 AM,1052.0,46.0,7.0,999.0,36970.27,30.191388899999996,-97.8813889,"5913 La Crosse Ave, Austin, TX 78739, USA",78739.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER ELEMENTARY,05/01/2018 12:00:00 AM,1122.0,53.0,6.0,1063.0,36670.44,30.191388899999996,-97.8813889,"5913 La Crosse Ave, Austin, TX 78739, USA",78739.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER ELEMENTARY,05/01/2019 12:00:00 AM,1123.0,71.0,4.0,1048.0,40007.75,30.191388899999996,-97.8813889,"5913 La Crosse Ave, Austin, TX 78739, USA",78739.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK ELEMENTARY,06/01/2016 12:00:00 AM,498.0,286.0,45.0,166.0,182517.6,30.178021500000003,-97.83501059999999,"9800 Curlew Dr, Austin, TX 78748, USA",78748.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK ELEMENTARY,06/01/2017 12:00:00 AM,541.0,331.0,43.0,168.0,214149.24,30.178021500000003,-97.83501059999999,"9800 Curlew Dr, Austin, TX 78748, USA",78748.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK ELEMENTARY,05/01/2018 12:00:00 AM,576.0,350.0,45.0,182.0,199149.9,30.178021500000003,-97.83501059999999,"9800 Curlew Dr, Austin, TX 78748, USA",78748.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK ELEMENTARY,05/01/2019 12:00:00 AM,568.0,356.0,42.0,170.0,267669.09,30.178021500000003,-97.83501059999999,"9800 Curlew Dr, Austin, TX 78748, USA",78748.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,06/01/2016 12:00:00 AM,969.0,249.0,51.0,670.0,118198.69,30.3377874,-97.74059770000001,"6201 Wynona Ave, Austin, TX 78757, USA",78757.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,06/01/2017 12:00:00 AM,1013.0,216.0,40.0,756.0,94766.88999999998,30.3377874,-97.74059770000001,"6201 Wynona Ave, Austin, TX 78757, USA",78757.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,05/01/2018 12:00:00 AM,1132.0,220.0,35.0,877.0,82704.54000000001,30.3377874,-97.74059770000001,"6201 Wynona Ave, Austin, TX 78757, USA",78757.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,06/01/2019 12:00:00 AM,1198.0,227.0,39.0,932.0,112132.29,30.3377874,-97.74059770000001,"6201 Wynona Ave, Austin, TX 78757, USA",78757.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD ELEMENTARY,06/01/2016 12:00:00 AM,693.0,623.0,36.0,34.0,457776.29,30.182306,-97.7633055,"2206 Blue Meadow Dr, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD ELEMENTARY,06/01/2017 12:00:00 AM,620.0,547.0,44.0,29.0,470053.73,30.182306,-97.7633055,"2206 Blue Meadow Dr, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD ELEMENTARY,06/01/2018 12:00:00 AM,502.0,425.0,41.0,36.0,395068.13,30.182306,-97.7633055,"2206 Blue Meadow Dr, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD ELEMENTARY,05/01/2019 12:00:00 AM,551.0,551.0,0.0,0.0,449998.52,30.182306,-97.7633055,"2206 Blue Meadow Dr, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANIER HIGH SCHOOL AUSTIN,06/01/2016 12:00:00 AM,1624.0,1359.0,96.0,169.0,530868.23,30.3602094,-97.7083219,"1201 Payton Gin Rd, Austin, TX 78758, USA",78758.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANIER HIGH SCHOOL AUSTIN,06/01/2017 12:00:00 AM,1612.0,1300.0,96.0,216.0,528948.47,30.3602094,-97.7083219,"1201 Payton Gin Rd, Austin, TX 78758, USA",78758.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANIER HIGH SCHOOL AUSTIN,05/01/2018 12:00:00 AM,1604.0,1276.0,94.0,235.0,464680.65,30.3602094,-97.7083219,"1201 Payton Gin Rd, Austin, TX 78758, USA",78758.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,06/01/2016 12:00:00 AM,1016.0,65.0,29.0,922.0,37311.94,30.313549,-97.656741,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,06/01/2017 12:00:00 AM,1109.0,56.0,25.0,1028.0,35076.29,30.313549,-97.656741,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,05/01/2018 12:00:00 AM,1179.0,78.0,22.0,1078.0,33442.740000000005,30.313549,-97.656741,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,05/01/2019 12:00:00 AM,1254.0,107.0,18.0,1129.0,40458.57,30.313549,-97.656741,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,06/01/2016 12:00:00 AM,845.0,635.0,51.0,158.0,270264.05,30.313495,-97.656667,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,06/01/2017 12:00:00 AM,795.0,569.0,55.0,170.0,238233.93,30.313495,-97.656667,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,05/01/2018 12:00:00 AM,793.0,553.0,56.0,184.0,182769.89,30.313495,-97.656667,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,05/01/2019 12:00:00 AM,840.0,611.0,62.0,166.0,195170.83,30.313495,-97.656667,"7309 Lazy Creek Dr, Austin, TX 78724, USA",78724.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,377.0,47.0,11.0,319.0,34828.490000000005,30.2931723,-97.7272036,"3308 Hampton Rd, Austin, TX 78705, USA",78705.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,406.0,55.0,8.0,343.0,38880.31000000001,30.2931723,-97.7272036,"3308 Hampton Rd, Austin, TX 78705, USA",78705.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE ELEMENTARY AUSTIN,05/01/2018 12:00:00 AM,445.0,56.0,11.0,378.0,39875.55,30.2931723,-97.7272036,"3308 Hampton Rd, Austin, TX 78705, USA",78705.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,435.0,74.0,6.0,355.0,48951.45,30.2931723,-97.7272036,"3308 Hampton Rd, Austin, TX 78705, USA",78705.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER ELEMENTARY,06/01/2016 12:00:00 AM,366.0,309.0,27.0,31.0,217086.02,30.224208299999997,-97.7379358,"2800 Metcalfe Rd, Austin, TX 78741, USA",78741.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER ELEMENTARY,06/01/2017 12:00:00 AM,300.0,267.0,15.0,17.0,236138.25,30.224208299999997,-97.7379358,"2800 Metcalfe Rd, Austin, TX 78741, USA",78741.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER ELEMENTARY,05/01/2018 12:00:00 AM,319.0,275.0,18.0,26.0,224135.18,30.224208299999997,-97.7379358,"2800 Metcalfe Rd, Austin, TX 78741, USA",78741.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER ELEMENTARY,05/01/2019 12:00:00 AM,301.0,301.0,0.0,0.0,232580.89,30.224208299999997,-97.7379358,"2800 Metcalfe Rd, Austin, TX 78741, USA",78741.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,457.0,178.0,23.0,256.0,122263.82,30.293337,-97.714901,"3808 Maplewood Ave, Austin, TX 78722, USA",78722.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,498.0,193.0,24.0,281.0,137422.77,30.293337,-97.714901,"3808 Maplewood Ave, Austin, TX 78722, USA",78722.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD ELEMENTARY AUSTIN,05/01/2018 12:00:00 AM,489.0,176.0,19.0,294.0,113482.09,30.293337,-97.714901,"3808 Maplewood Ave, Austin, TX 78722, USA",78722.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,485.0,163.0,17.0,305.0,108345.07,30.293337,-97.714901,"3808 Maplewood Ave, Austin, TX 78722, USA",78722.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN MIDDLE SCHOOL AUSTIN,06/01/2016 12:00:00 AM,472.0,417.0,26.0,30.0,259792.12,30.2533229,-97.7305357,"1601 Haskell St, Austin, TX 78702, USA",78702.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN MIDDLE SCHOOL AUSTIN,06/01/2017 12:00:00 AM,441.0,391.0,26.0,24.0,223556.57,30.2533229,-97.7305357,"1601 Haskell St, Austin, TX 78702, USA",78702.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN MIDDLE SCHOOL AUSTIN,05/01/2018 12:00:00 AM,460.0,393.0,26.0,42.0,222370.99,30.2533229,-97.7305357,"1601 Haskell St, Austin, TX 78702, USA",78702.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN MIDDLE SCHOOL AUSTIN,05/01/2019 12:00:00 AM,592.0,592.0,0.0,0.0,305398.94,30.2533229,-97.7305357,"1601 Haskell St, Austin, TX 78702, USA",78702.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,426.0,145.0,21.0,260.0,90641.58,30.2782568,-97.7608973,"906 W Lynn St, Austin, TX 78703, USA",78703.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,439.0,132.0,14.0,292.0,80483.96,30.2782568,-97.7608973,"906 W Lynn St, Austin, TX 78703, USA",78703.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS ELEMENTARY AUSTIN,05/01/2018 12:00:00 AM,439.0,124.0,17.0,298.0,76715.05,30.2782568,-97.7608973,"906 W Lynn St, Austin, TX 78703, USA",78703.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,428.0,133.0,18.0,276.0,81792.49,30.2782568,-97.7608973,"906 W Lynn St, Austin, TX 78703, USA",78703.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY SCHOOL AUSTIN,06/01/2016 12:00:00 AM,489.0,438.0,28.0,23.0,317835.97,30.38333609999999,-97.6910859,"1001 W Braker Ln, Austin, TX 78758, USA",78758.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY SCHOOL AUSTIN,06/01/2017 12:00:00 AM,444.0,401.0,19.0,24.0,277262.57,30.38333609999999,-97.6910859,"1001 W Braker Ln, Austin, TX 78758, USA",78758.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY SCHOOL AUSTIN,06/01/2018 12:00:00 AM,363.0,321.0,18.0,24.0,240761.34,30.38333609999999,-97.6910859,"1001 W Braker Ln, Austin, TX 78758, USA",78758.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY SCHOOL AUSTIN,05/01/2019 12:00:00 AM,483.0,483.0,0.0,0.0,305503.66,30.38333609999999,-97.6910859,"1001 W Braker Ln, Austin, TX 78758, USA",78758.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,06/01/2016 12:00:00 AM,1722.0,446.0,79.0,1196.0,139459.13999999998,30.325657399999997,-97.7303003,"5600 Sunshine Dr, Austin, TX 78756, USA",78756.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2017 12:00:00 AM,1758.0,432.0,60.0,1267.0,131838.54,30.325657399999997,-97.7303003,"5600 Sunshine Dr, Austin, TX 78756, USA",78756.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2018 12:00:00 AM,1762.0,354.0,62.0,1346.0,103627.27,30.325657399999997,-97.7303003,"5600 Sunshine Dr, Austin, TX 78756, USA",78756.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2019 12:00:00 AM,1769.0,342.0,45.0,1382.0,95125.67,30.325657399999997,-97.7303003,"5600 Sunshine Dr, Austin, TX 78756, USA",78756.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,736.0,320.0,46.0,371.0,198248.96,30.140873499999998,-97.8368854,"1218 West, Farm to Market 1626, Manchaca, TX 78652, USA",78652.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,744.0,298.0,43.0,403.0,183339.86,30.140873499999998,-97.8368854,"1218 West, Farm to Market 1626, Manchaca, TX 78652, USA",78652.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA ELEMENTARY AUSTIN,06/01/2018 12:00:00 AM,666.0,265.0,34.0,367.0,163935.77999999994,30.140873499999998,-97.8368854,"1218 West, Farm to Market 1626, Manchaca, TX 78652, USA",78652.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,740.0,340.0,40.0,359.0,203502.48,30.140873499999998,-97.8368854,"1218 West, Farm to Market 1626, Manchaca, TX 78652, USA",78652.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,06/01/2016 12:00:00 AM,801.0,702.0,55.0,45.0,434277.19,30.188675,-97.743119,"5106 Village Square Dr, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,06/01/2017 12:00:00 AM,725.0,634.0,52.0,39.0,419678.02,30.188675,-97.743119,"5106 Village Square Dr, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,06/01/2018 12:00:00 AM,604.0,507.0,37.0,60.0,336325.61,30.188675,-97.743119,"5106 Village Square Dr, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,05/01/2019 12:00:00 AM,630.0,630.0,0.0,0.0,369161.91,30.188675,-97.743119,"5106 Village Square Dr, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ ELEMENTARY,06/01/2016 12:00:00 AM,323.0,260.0,20.0,43.0,177691.36,30.254360600000002,-97.72162409999999,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ ELEMENTARY,06/01/2017 12:00:00 AM,303.0,254.0,25.0,25.0,212106.85,30.254360600000002,-97.72162409999999,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ ELEMENTARY,06/01/2018 12:00:00 AM,260.0,221.0,14.0,24.0,195358.04,30.254360600000002,-97.72162409999999,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ ELEMENTARY,05/01/2019 12:00:00 AM,260.0,260.0,0.0,0.0,197717.17,30.254360600000002,-97.72162409999999,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY SCHOOL AUSTIN,06/01/2016 12:00:00 AM,823.0,62.0,16.0,745.0,39491.93,30.2109429,-97.8784053,"6201 Davis Ln, Austin, TX 78749, USA",78749.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY SCHOOL AUSTIN,06/01/2017 12:00:00 AM,856.0,82.0,9.0,765.0,44538.02999999999,30.2109429,-97.8784053,"6201 Davis Ln, Austin, TX 78749, USA",78749.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY SCHOOL AUSTIN,05/01/2018 12:00:00 AM,858.0,76.0,5.0,777.0,38183.55,30.2109429,-97.8784053,"6201 Davis Ln, Austin, TX 78749, USA",78749.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY SCHOOL AUSTIN,05/01/2019 12:00:00 AM,855.0,119.0,7.0,730.0,55601.86,30.2109429,-97.8784053,"6201 Davis Ln, Austin, TX 78749, USA",78749.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,06/01/2016 12:00:00 AM,1365.0,307.0,60.0,998.0,153771.41999999995,30.354027399999996,-97.7586065,"3700 N Hills Dr, Austin, TX 78731, USA",78731.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,06/01/2017 12:00:00 AM,1339.0,261.0,51.0,1027.0,123396.89999999998,30.354027399999996,-97.7586065,"3700 N Hills Dr, Austin, TX 78731, USA",78731.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,05/01/2018 12:00:00 AM,1408.0,272.0,52.0,1085.0,101825.97,30.354027399999996,-97.7586065,"3700 N Hills Dr, Austin, TX 78731, USA",78731.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,05/01/2019 12:00:00 AM,1411.0,274.0,48.0,1089.0,108068.62,30.354027399999996,-97.7586065,"3700 N Hills Dr, Austin, TX 78731, USA",78731.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN-SIMS ELEMENTARYEMENTARY,06/01/2016 12:00:00 AM,322.0,290.0,21.0,11.0,208060.48,30.2783251,-97.6739718,"4001 Tannehill Ln, Austin, TX 78721, USA",78721.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN-SIMS ELEMENTARYEMENTARY,06/01/2017 12:00:00 AM,266.0,242.0,15.0,9.0,174985.09999999998,30.2783251,-97.6739718,"4001 Tannehill Ln, Austin, TX 78721, USA",78721.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN-SIMS ELEMENTARYEMENTARY,05/01/2018 12:00:00 AM,201.0,201.0,0.0,0.0,131993.91000000006,30.2783251,-97.6739718,"4001 Tannehill Ln, Austin, TX 78721, USA",78721.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN-SIMS ELEMENTARYEMENTARY,05/01/2019 12:00:00 AM,157.0,157.0,0.0,0.0,69786.87,30.2783251,-97.6739718,"4001 Tannehill Ln, Austin, TX 78721, USA",78721.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,06/01/2016 12:00:00 AM,931.0,190.0,43.0,698.0,95949.29,30.285491399999998,-97.7737553,"2610 W 10th St, Austin, TX 78703, USA",78703.0
