ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement,Lat,Lng,Address,Zipcode
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,06/01/2017 12:00:00 AM,866.0,202.0,39.0,626.0,97470.97,30.285491399999998,-97.7737553,"2610 W 10th St, Austin, TX 78703, USA",78703.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,05/01/2018 12:00:00 AM,861.0,218.0,36.0,606.0,94382.62,30.285491399999998,-97.7737553,"2610 W 10th St, Austin, TX 78703, USA",78703.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,05/01/2019 12:00:00 AM,830.0,214.0,25.0,591.0,98057.84,30.285491399999998,-97.7737553,"2610 W 10th St, Austin, TX 78703, USA",78703.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL ELEMENTARY AUSTINEMENTARY AUSTIN,06/01/2016 12:00:00 AM,846.0,313.0,35.0,498.0,212012.9,30.2379909,-97.8587606,"6101 Patton Ranch Rd, Austin, TX 78735, USA",78735.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL ELEMENTARY AUSTINEMENTARY AUSTIN,06/01/2017 12:00:00 AM,855.0,326.0,32.0,496.0,219657.63,30.2379909,-97.8587606,"6101 Patton Ranch Rd, Austin, TX 78735, USA",78735.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL ELEMENTARY AUSTINEMENTARY AUSTIN,05/01/2018 12:00:00 AM,883.0,341.0,32.0,510.0,223372.08,30.2379909,-97.8587606,"6101 Patton Ranch Rd, Austin, TX 78735, USA",78735.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL ELEMENTARY AUSTINEMENTARY AUSTIN,05/01/2019 12:00:00 AM,890.0,365.0,40.0,485.0,251980.18,30.2379909,-97.8587606,"6101 Patton Ranch Rd, Austin, TX 78735, USA",78735.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS ELEMENTARY,06/01/2016 12:00:00 AM,329.0,312.0,5.0,12.0,229194.56000000003,30.271914600000002,-97.7045468,"3601 Webberville Rd, Austin, TX 78702, USA",78702.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS ELEMENTARY,06/01/2017 12:00:00 AM,326.0,314.0,4.0,9.0,229863.83,30.271914600000002,-97.7045468,"3601 Webberville Rd, Austin, TX 78702, USA",78702.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS ELEMENTARY,05/01/2018 12:00:00 AM,311.0,311.0,0.0,0.0,232980.86,30.271914600000002,-97.7045468,"3601 Webberville Rd, Austin, TX 78702, USA",78702.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS ELEMENTARY,05/01/2019 12:00:00 AM,253.0,253.0,0.0,0.0,203433.86,30.271914600000002,-97.7045468,"3601 Webberville Rd, Austin, TX 78702, USA",78702.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM ELEMENTARY,06/01/2016 12:00:00 AM,546.0,461.0,39.0,47.0,320965.38,30.205882199999998,-97.7893442,"1010 Turtle Creek Blvd, Austin, TX 78745, USA",78745.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM ELEMENTARY,06/01/2017 12:00:00 AM,511.0,412.0,49.0,51.0,293218.62,30.205882199999998,-97.7893442,"1010 Turtle Creek Blvd, Austin, TX 78745, USA",78745.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM ELEMENTARY,05/01/2018 12:00:00 AM,478.0,371.0,50.0,57.0,247678.28,30.205882199999998,-97.7893442,"1010 Turtle Creek Blvd, Austin, TX 78745, USA",78745.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM ELEMENTARY,05/01/2019 12:00:00 AM,416.0,328.0,46.0,42.0,225301.8,30.205882199999998,-97.7893442,"1010 Turtle Creek Blvd, Austin, TX 78745, USA",78745.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA ELEMENTARY,06/01/2016 12:00:00 AM,308.0,245.0,34.0,29.0,175993.1,30.2699717,-97.6842751,"1135 Garland Ave, Austin, TX 78721, USA",78721.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA ELEMENTARY,06/01/2017 12:00:00 AM,314.0,253.0,25.0,35.0,190335.22,30.2699717,-97.6842751,"1135 Garland Ave, Austin, TX 78721, USA",78721.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA ELEMENTARY,05/01/2018 12:00:00 AM,281.0,222.0,26.0,32.0,161649.14,30.2699717,-97.6842751,"1135 Garland Ave, Austin, TX 78721, USA",78721.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA ELEMENTARY,05/01/2019 12:00:00 AM,256.0,256.0,0.0,0.0,161133.32999999993,30.2699717,-97.6842751,"1135 Garland Ave, Austin, TX 78721, USA",78721.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,06/01/2016 12:00:00 AM,705.0,636.0,31.0,38.0,404616.07000000007,30.300594800000002,-97.6357462,"7201 Colony Loop Dr, Austin, TX 78724, USA",78724.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,06/01/2017 12:00:00 AM,664.0,595.0,34.0,35.0,380026.06000000006,30.300594800000002,-97.6357462,"7201 Colony Loop Dr, Austin, TX 78724, USA",78724.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,06/01/2018 12:00:00 AM,514.0,445.0,31.0,39.0,306043.34,30.300594800000002,-97.6357462,"7201 Colony Loop Dr, Austin, TX 78724, USA",78724.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,05/01/2019 12:00:00 AM,554.0,554.0,0.0,0.0,334527.07,30.300594800000002,-97.6357462,"7201 Colony Loop Dr, Austin, TX 78724, USA",78724.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON ELEMENTARY,06/01/2016 12:00:00 AM,767.0,725.0,24.0,19.0,491643.63,30.3737197,-97.7196559,"2011 W Rundberg Ln, Austin, TX 78758, USA",78758.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON ELEMENTARY,06/01/2017 12:00:00 AM,800.0,734.0,38.0,28.0,534042.7599999999,30.3737197,-97.7196559,"2011 W Rundberg Ln, Austin, TX 78758, USA",78758.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON ELEMENTARY,05/01/2018 12:00:00 AM,759.0,687.0,34.0,38.0,494769.34,30.3737197,-97.7196559,"2011 W Rundberg Ln, Austin, TX 78758, USA",78758.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON ELEMENTARY,05/01/2019 12:00:00 AM,731.0,731.0,0.0,0.0,544401.35,30.3737197,-97.7196559,"2011 W Rundberg Ln, Austin, TX 78758, USA",78758.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM ELEMENTARY,06/01/2016 12:00:00 AM,483.0,350.0,52.0,81.0,255932.66,30.164824100000004,-97.7436728,"7601 Dixie Dr, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM ELEMENTARY,06/01/2017 12:00:00 AM,475.0,362.0,57.0,56.0,329621.38,30.164824100000004,-97.7436728,"7601 Dixie Dr, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM ELEMENTARY,06/01/2018 12:00:00 AM,409.0,308.0,43.0,58.0,283268.2,30.164824100000004,-97.7436728,"7601 Dixie Dr, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM ELEMENTARY,05/01/2019 12:00:00 AM,526.0,364.0,45.0,116.0,311710.89,30.164824100000004,-97.7436728,"7601 Dixie Dr, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,06/01/2016 12:00:00 AM,1008.0,603.0,135.0,270.0,351456.08,30.167127100000002,-97.8112954,"10100 S Mary Moore Searight Dr, Austin, TX 78748, USA",78748.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,06/01/2017 12:00:00 AM,966.0,594.0,112.0,260.0,343864.46,30.167127100000002,-97.8112954,"10100 S Mary Moore Searight Dr, Austin, TX 78748, USA",78748.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,05/01/2018 12:00:00 AM,906.0,557.0,101.0,248.0,373796.69000000006,30.167127100000002,-97.8112954,"10100 S Mary Moore Searight Dr, Austin, TX 78748, USA",78748.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,05/01/2019 12:00:00 AM,904.0,610.0,98.0,196.0,430882.9900000001,30.167127100000002,-97.8112954,"10100 S Mary Moore Searight Dr, Austin, TX 78748, USA",78748.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON ELEMENTARY,06/01/2016 12:00:00 AM,968.0,206.0,42.0,720.0,110041.5,30.231797200000003,-97.845514,"6001 Westcreek Dr, Austin, TX 78749, USA",78749.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON ELEMENTARY,06/01/2017 12:00:00 AM,980.0,223.0,32.0,726.0,108728.83000000002,30.231797200000003,-97.845514,"6001 Westcreek Dr, Austin, TX 78749, USA",78749.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON ELEMENTARY,05/01/2018 12:00:00 AM,985.0,258.0,32.0,696.0,108224.27,30.231797200000003,-97.845514,"6001 Westcreek Dr, Austin, TX 78749, USA",78749.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON ELEMENTARY,05/01/2019 12:00:00 AM,1010.0,317.0,20.0,672.0,146308.69,30.231797200000003,-97.845514,"6001 Westcreek Dr, Austin, TX 78749, USA",78749.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE ELEMENTARY,06/01/2016 12:00:00 AM,268.0,35.0,12.0,221.0,25769.51,30.2752911,-97.74803490000001,"1106 Rio Grande St, Austin, TX 78701, USA",78701.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE ELEMENTARY,06/01/2017 12:00:00 AM,243.0,35.0,7.0,201.0,26365.22,30.2752911,-97.74803490000001,"1106 Rio Grande St, Austin, TX 78701, USA",78701.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE ELEMENTARY,05/01/2018 12:00:00 AM,234.0,25.0,12.0,196.0,21828.16,30.2752911,-97.74803490000001,"1106 Rio Grande St, Austin, TX 78701, USA",78701.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE ELEMENTARY,05/01/2019 12:00:00 AM,231.0,28.0,10.0,193.0,21317.91,30.2752911,-97.74803490000001,"1106 Rio Grande St, Austin, TX 78701, USA",78701.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS ELEMENTARY,06/01/2016 12:00:00 AM,478.0,442.0,14.0,22.0,307852.44999999995,30.3030711,-97.6761758,"3100 Rogge Ln, Austin, TX 78723, USA",78723.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS ELEMENTARY,06/01/2017 12:00:00 AM,485.0,448.0,17.0,20.0,397871.36,30.3030711,-97.6761758,"3100 Rogge Ln, Austin, TX 78723, USA",78723.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS ELEMENTARY,06/01/2018 12:00:00 AM,422.0,422.0,0.0,0.0,396106.29,30.3030711,-97.6761758,"3100 Rogge Ln, Austin, TX 78723, USA",78723.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS ELEMENTARY,05/01/2019 12:00:00 AM,400.0,400.0,0.0,0.0,354076.33,30.3030711,-97.6761758,"3100 Rogge Ln, Austin, TX 78723, USA",78723.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ ELEMENTARY,06/01/2016 12:00:00 AM,766.0,631.0,67.0,68.0,444505.18,30.170521,-97.7561855,"7500 S Pleasant Valley Rd, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ ELEMENTARY,06/01/2017 12:00:00 AM,728.0,586.0,62.0,81.0,478957.78,30.170521,-97.7561855,"7500 S Pleasant Valley Rd, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ ELEMENTARY,06/01/2018 12:00:00 AM,608.0,488.0,54.0,66.0,412485.24,30.170521,-97.7561855,"7500 S Pleasant Valley Rd, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ ELEMENTARY,05/01/2019 12:00:00 AM,659.0,659.0,0.0,0.0,460178.43000000005,30.170521,-97.7561855,"7500 S Pleasant Valley Rd, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,06/01/2016 12:00:00 AM,694.0,649.0,26.0,19.0,409275.2400000001,30.333407899999997,-97.6938273,"1101 Wheatley Ave, Austin, TX 78752, USA",78752.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,06/01/2017 12:00:00 AM,653.0,603.0,27.0,23.0,518796.4600000001,30.333407899999997,-97.6938273,"1101 Wheatley Ave, Austin, TX 78752, USA",78752.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,05/01/2018 12:00:00 AM,560.0,560.0,0.0,0.0,431911.12,30.333407899999997,-97.6938273,"1101 Wheatley Ave, Austin, TX 78752, USA",78752.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,05/01/2019 12:00:00 AM,478.0,478.0,0.0,0.0,376265.64,30.333407899999997,-97.6938273,"1101 Wheatley Ave, Austin, TX 78752, USA",78752.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW ELEMENTARY,06/01/2016 12:00:00 AM,537.0,349.0,62.0,126.0,228132.06,30.3693647,-97.7336028,"3025 Crosscreek Dr, Austin, TX 78757, USA",78757.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW ELEMENTARY,06/01/2017 12:00:00 AM,523.0,359.0,41.0,123.0,300433.05999999994,30.3693647,-97.7336028,"3025 Crosscreek Dr, Austin, TX 78757, USA",78757.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW ELEMENTARY,06/01/2018 12:00:00 AM,473.0,330.0,30.0,113.0,299508.41,30.3693647,-97.7336028,"3025 Crosscreek Dr, Austin, TX 78757, USA",78757.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW ELEMENTARY,05/01/2019 12:00:00 AM,531.0,396.0,28.0,106.0,338650.11,30.3693647,-97.7336028,"3025 Crosscreek Dr, Austin, TX 78757, USA",78757.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL ELEMENTARY AUSTINEMENTARY AUSTIN,06/01/2016 12:00:00 AM,563.0,458.0,39.0,66.0,310940.29,30.19688979999999,-97.7760696,"6405 Circle S Rd, Austin, TX 78745, USA",78745.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL ELEMENTARY AUSTINEMENTARY AUSTIN,06/01/2017 12:00:00 AM,509.0,405.0,54.0,50.0,315589.77,30.19688979999999,-97.7760696,"6405 Circle S Rd, Austin, TX 78745, USA",78745.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL ELEMENTARY AUSTINEMENTARY AUSTIN,06/01/2018 12:00:00 AM,433.0,352.0,33.0,48.0,314944.44,30.19688979999999,-97.7760696,"6405 Circle S Rd, Austin, TX 78745, USA",78745.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL ELEMENTARY AUSTINEMENTARY AUSTIN,05/01/2019 12:00:00 AM,472.0,472.0,0.0,0.0,365119.8,30.19688979999999,-97.7760696,"6405 Circle S Rd, Austin, TX 78745, USA",78745.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT LANIER,06/01/2016 12:00:00 AM,124.0,95.0,3.0,26.0,18052.1,30.226571000000003,-97.783437,"1701 W Ben White Blvd Ste. 100A, Austin, TX 78704, USA",78704.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT LANIER,06/01/2017 12:00:00 AM,117.0,91.0,4.0,22.0,13110.41,30.226571000000003,-97.783437,"1701 W Ben White Blvd Ste. 100A, Austin, TX 78704, USA",78704.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT LANIER,05/01/2018 12:00:00 AM,94.0,58.0,1.0,34.0,6835.980000000001,30.226571000000003,-97.783437,"1701 W Ben White Blvd Ste. 100A, Austin, TX 78704, USA",78704.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT TRAVIS,06/01/2016 12:00:00 AM,130.0,94.0,5.0,31.0,19080.5,30.226571000000003,-97.783437,"1701 W Ben White Blvd Ste. 100A, Austin, TX 78704, USA",78704.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT TRAVIS,06/01/2017 12:00:00 AM,164.0,127.0,10.0,27.0,17130.089999999997,30.226571000000003,-97.783437,"1701 W Ben White Blvd Ste. 100A, Austin, TX 78704, USA",78704.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT TRAVIS,05/01/2018 12:00:00 AM,138.0,99.0,4.0,35.0,14359.81,30.226571000000003,-97.783437,"1701 W Ben White Blvd Ste. 100A, Austin, TX 78704, USA",78704.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,READ PRE-K DEMONSTRATION SCH,06/01/2016 12:00:00 AM,308.0,308.0,0.0,0.0,237025.24,30.3526521,-97.73687640000001,"2608 Richcreek Rd, Austin, TX 78757, USA",78757.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,READ PRE-K DEMONSTRATION SCH,06/01/2017 12:00:00 AM,325.0,325.0,0.0,0.0,250875.72,30.3526521,-97.73687640000001,"2608 Richcreek Rd, Austin, TX 78757, USA",78757.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,READ PRE-K DEMONSTRATION SCH,05/01/2018 12:00:00 AM,320.0,320.0,0.0,0.0,235927.01,30.3526521,-97.73687640000001,"2608 Richcreek Rd, Austin, TX 78757, USA",78757.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REAGAN HIGH SCHOOL AUSTIN,06/01/2016 12:00:00 AM,1265.0,1016.0,66.0,183.0,353797.9599999999,30.3224789,-97.6898391,"7104 Berkman Dr, Austin, TX 78752, USA",78752.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REAGAN HIGH SCHOOL AUSTIN,06/01/2017 12:00:00 AM,1212.0,939.0,87.0,186.0,347482.23,30.3224789,-97.6898391,"7104 Berkman Dr, Austin, TX 78752, USA",78752.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REAGAN HIGH SCHOOL AUSTIN,05/01/2018 12:00:00 AM,1247.0,970.0,72.0,204.0,331714.3,30.3224789,-97.6898391,"7104 Berkman Dr, Austin, TX 78752, USA",78752.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY ELEMENTARY AUSTIN,06/01/2016 12:00:00 AM,272.0,228.0,16.0,28.0,156168.87,30.3284124,-97.71988960000002,"405 Denson Dr, Austin, TX 78752, USA",78752.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY ELEMENTARY AUSTIN,06/01/2017 12:00:00 AM,276.0,238.0,13.0,25.0,187494.29,30.3284124,-97.71988960000002,"405 Denson Dr, Austin, TX 78752, USA",78752.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY ELEMENTARY AUSTIN,05/01/2018 12:00:00 AM,245.0,182.0,14.0,49.0,123061.72999999998,30.3284124,-97.71988960000002,"405 Denson Dr, Austin, TX 78752, USA",78752.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY ELEMENTARY AUSTIN,05/01/2019 12:00:00 AM,223.0,140.0,9.0,73.0,91465.65,30.3284124,-97.71988960000002,"405 Denson Dr, Austin, TX 78752, USA",78752.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP ELEMENTARY,06/01/2016 12:00:00 AM,294.0,111.0,13.0,170.0,85555.2,30.311894399999996,-97.716536,"5005 Caswell Ave, Austin, TX 78751, USA",78751.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP ELEMENTARY,06/01/2017 12:00:00 AM,330.0,107.0,17.0,205.0,80492.43,30.311894399999996,-97.716536,"5005 Caswell Ave, Austin, TX 78751, USA",78751.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP ELEMENTARY,06/01/2018 12:00:00 AM,345.0,113.0,15.0,217.0,84211.93000000001,30.311894399999996,-97.716536,"5005 Caswell Ave, Austin, TX 78751, USA",78751.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP ELEMENTARY,05/01/2019 12:00:00 AM,372.0,105.0,15.0,252.0,71726.02,30.311894399999996,-97.716536,"5005 Caswell Ave, Austin, TX 78751, USA",78751.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ ELEMENTARY,06/01/2016 12:00:00 AM,709.0,643.0,33.0,33.0,543369.1799999999,30.20065839999999,-97.7472497,"4400 Franklin Park Dr, Austin, TX 78744, USA",78744.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ ELEMENTARY,06/01/2017 12:00:00 AM,602.0,555.0,31.0,16.0,482107.07,30.20065839999999,-97.7472497,"4400 Franklin Park Dr, Austin, TX 78744, USA",78744.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ ELEMENTARY,06/01/2018 12:00:00 AM,468.0,427.0,23.0,19.0,388498.34,30.20065839999999,-97.7472497,"4400 Franklin Park Dr, Austin, TX 78744, USA",78744.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ ELEMENTARY,05/01/2019 12:00:00 AM,460.0,460.0,0.0,0.0,370223.62,30.20065839999999,-97.7472497,"4400 Franklin Park Dr, Austin, TX 78744, USA",78744.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE SCHOOL,06/01/2016 12:00:00 AM,263.0,62.0,6.0,195.0,21162.11,30.319799,-97.74034540000001,"2117 W 49th St, Austin, TX 78756, USA",78756.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE SCHOOL,06/01/2017 12:00:00 AM,220.0,73.0,6.0,141.0,20681.39,30.319799,-97.74034540000001,"2117 W 49th St, Austin, TX 78756, USA",78756.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE SCHOOL,05/01/2018 12:00:00 AM,216.0,46.0,7.0,162.0,22023.51,30.319799,-97.74034540000001,"2117 W 49th St, Austin, TX 78756, USA",78756.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE SCHOOL,05/01/2019 12:00:00 AM,259.0,99.0,11.0,149.0,27615.22,30.319799,-97.74034540000001,"2117 W 49th St, Austin, TX 78756, USA",78756.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ ELEMENTARY,06/01/2016 12:00:00 AM,403.0,360.0,23.0,20.0,254739.94,30.2542842,-97.7217272,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ ELEMENTARY,06/01/2017 12:00:00 AM,348.0,308.0,24.0,16.0,229536.73,30.2542842,-97.7217272,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ ELEMENTARY,06/01/2018 12:00:00 AM,256.0,224.0,19.0,14.0,175355.74,30.2542842,-97.7217272,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ ELEMENTARY,05/01/2019 12:00:00 AM,286.0,286.0,0.0,0.0,200049.45,30.2542842,-97.7217272,"84 Robert T Martinez Jr St, Austin, TX 78702, USA",78702.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG MEN AUSTIN,06/01/2016 12:00:00 AM,432.0,379.0,27.0,25.0,289408.0,30.236240000000002,-97.7884298,"2206 Prather Ln, Austin, TX 78704, USA",78704.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG MEN AUSTIN,06/01/2017 12:00:00 AM,428.0,369.0,32.0,27.0,278541.05000000005,30.236240000000002,-97.7884298,"2206 Prather Ln, Austin, TX 78704, USA",78704.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG WOMEN,06/01/2016 12:00:00 AM,375.0,318.0,26.0,31.0,202082.82,30.236240000000002,-97.7884298,"2206 Prather Ln, Austin, TX 78704, USA",78704.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SCHOOL FOR YOUNG WOMEN,06/01/2017 12:00:00 AM,399.0,332.0,35.0,32.0,232906.05,30.236240000000002,-97.7884298,"2206 Prather Ln, Austin, TX 78704, USA",78704.0
2015-2016,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS ELEMENTARY,06/01/2016 12:00:00 AM,261.0,228.0,12.0,20.0,158535.36000000002,30.2794494,-97.68650809999998,"1203 Springdale Rd, Austin, TX 78721, USA",78721.0
2016-2017,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS ELEMENTARY,06/01/2017 12:00:00 AM,230.0,200.0,18.0,12.0,141371.7,30.2794494,-97.68650809999998,"1203 Springdale Rd, Austin, TX 78721, USA",78721.0
