ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
2017-2018,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR NEW TECHNOLOGY HIGH SCHOOL,05/01/2018 12:00:00 AM,433.0,199.0,44.0,190.0,162010.54
2017-2018,1070,MANOR ISD,TRAVIS,Educational Institution,Public,MANOR NEW TECHNOLOGY MIDDLE,05/01/2018 12:00:00 AM,562.0,286.0,92.0,184.0,231992.34
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD EL,05/01/2018 12:00:00 AM,489.0,176.0,19.0,294.0,113482.09
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN J H,05/01/2018 12:00:00 AM,460.0,393.0,26.0,42.0,222370.99
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS EL,05/01/2018 12:00:00 AM,439.0,124.0,17.0,298.0,76715.05
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY,06/01/2018 12:00:00 AM,363.0,321.0,18.0,24.0,240761.33999999997
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2018 12:00:00 AM,1762.0,354.0,62.0,1346.0,103627.26999999999
2017-2018,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,MCFADDEN RANCH,06/01/2018 12:00:00 AM,51.0,51.0,0.0,0.0,79131.6
2017-2018,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,MCLENNAN COUNTY STATE JUVENILE CORRECTIONAL FACILI,06/01/2018 12:00:00 AM,278.0,278.0,0.0,0.0,468164.4700000001
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA EL,06/01/2018 12:00:00 AM,666.0,265.0,34.0,367.0,163935.77999999997
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,06/01/2018 12:00:00 AM,604.0,507.0,37.0,60.0,336325.61
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ EL,06/01/2018 12:00:00 AM,260.0,221.0,14.0,24.0,195358.04
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY,05/01/2018 12:00:00 AM,858.0,76.0,5.0,777.0,38183.549999999996
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,MOTT ELEMENTARY,06/01/2018 12:00:00 AM,733.0,192.0,62.0,478.0,147151.45999999996
2017-2018,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,MUNDAY COTTAGE,06/01/2018 12:00:00 AM,14.0,14.0,0.0,0.0,7894.349999999999
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,MURCHISON ELEMENTARY,06/01/2018 12:00:00 AM,837.0,55.0,29.0,753.0,60068.29999999999
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,05/01/2018 12:00:00 AM,1408.0,272.0,52.0,1085.0,101825.97
2017-2018,1229,LUTHERAN SOCIAL SERVICES OF THE SOUTH INC,TRAVIS,Private Non Profit Organization,RCCI,NEW LIFE CHILDREN'S TREATMENT CENTER-Canyon Lake,06/01/2018 12:00:00 AM,73.0,73.0,0.0,0.0,132362.28999999998
2017-2018,1070,MANOR ISD,TRAVIS,Educational Institution,Public,NEW PRE-K CENTER,05/01/2018 12:00:00 AM,17.0,8.0,2.0,7.0,6389.22
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN EL,05/01/2018 12:00:00 AM,201.0,201.0,0.0,0.0,131993.91000000003
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,NORTHWEST EL,06/01/2018 12:00:00 AM,541.0,334.0,71.0,136.0,310259.07
2017-2018,1058,NYOS CHARTER SCHOOL INC.,TRAVIS,Educational Institution,Charter,NYOS CHARTER SCHOOL,05/01/2018 12:00:00 AM,647.0,136.0,50.0,461.0,57230.89000000001
2017-2018,1058,NYOS CHARTER SCHOOL INC.,TRAVIS,Educational Institution,Charter,NYOS-MAGNOLIA MCCULLOUGH CAMPUS,05/01/2018 12:00:00 AM,366.0,109.0,29.0,229.0,60508.82
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,Nueva Esperanza - Lorenaly,06/01/2018 12:00:00 AM,172.0,172.0,0.0,0.0,311487.79000000004
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,05/01/2018 12:00:00 AM,861.0,218.0,36.0,606.0,94382.62
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL EL,05/01/2018 12:00:00 AM,883.0,341.0,32.0,510.0,223372.08
2017-2018,1070,MANOR ISD,TRAVIS,Educational Institution,Public,OAK MEADOWS ELEMENTARY SCHOOL,05/01/2018 12:00:00 AM,678.0,678.0,0.0,0.0,492699.0399999999
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS EL,05/01/2018 12:00:00 AM,311.0,311.0,0.0,0.0,232980.86
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM EL,05/01/2018 12:00:00 AM,478.0,371.0,50.0,57.0,247678.28
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA EL,05/01/2018 12:00:00 AM,281.0,222.0,26.0,32.0,161649.14
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,06/01/2018 12:00:00 AM,514.0,445.0,31.0,39.0,306043.34
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON EL,05/01/2018 12:00:00 AM,759.0,687.0,34.0,38.0,494769.33999999997
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM EL,06/01/2018 12:00:00 AM,409.0,308.0,43.0,58.0,283268.2
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,05/01/2018 12:00:00 AM,906.0,557.0,101.0,248.0,373796.69000000006
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PARK CREST MIDDLE,06/01/2018 12:00:00 AM,945.0,322.0,119.0,504.0,231300.84
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PARMER LANE EL,06/01/2018 12:00:00 AM,503.0,282.0,47.0,173.0,248840.05999999997
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON EL,05/01/2018 12:00:00 AM,985.0,258.0,32.0,696.0,108224.27
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE EL,05/01/2018 12:00:00 AM,234.0,25.0,12.0,196.0,21828.16
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS EL,06/01/2018 12:00:00 AM,422.0,422.0,0.0,0.0,396106.29000000004
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ EL,06/01/2018 12:00:00 AM,608.0,488.0,54.0,66.0,412485.24
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE EL,06/01/2018 12:00:00 AM,455.0,181.0,45.0,229.0,133045.72
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE H S,06/01/2018 12:00:00 AM,2184.0,838.0,219.0,1128.0,333466.33
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,PFLUGERVILLE MIDDLE,06/01/2018 12:00:00 AM,1033.0,459.0,105.0,469.0,286871.05000000005
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,05/01/2018 12:00:00 AM,560.0,560.0,0.0,0.0,431911.12
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW EL,06/01/2018 12:00:00 AM,473.0,330.0,30.0,113.0,299508.41
2017-2018,1070,MANOR ISD,TRAVIS,Educational Institution,Public,PIONEER CROSSING ELEMENTARY SCHOOL,05/01/2018 12:00:00 AM,628.0,329.0,64.0,234.0,255560.13
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL EL,06/01/2018 12:00:00 AM,433.0,352.0,33.0,48.0,314944.44
2017-2018,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,POPHAM EL,06/01/2018 12:00:00 AM,804.0,599.0,92.0,114.0,582877.0499999999
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT LANIER,05/01/2018 12:00:00 AM,94.0,58.0,1.0,34.0,6835.9800000000005
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT TRAVIS,05/01/2018 12:00:00 AM,138.0,99.0,4.0,35.0,14359.81
2017-2018,1070,MANOR ISD,TRAVIS,Educational Institution,Public,PRESIDENTIAL MEADOWS ELEMENTARY SCHOOL,05/01/2018 12:00:00 AM,608.0,422.0,59.0,126.0,320890.41
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,READ PRE-K DEMONSTRATION SCH,05/01/2018 12:00:00 AM,320.0,320.0,0.0,0.0,235927.00999999998
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REAGAN H S,05/01/2018 12:00:00 AM,1247.0,970.0,72.0,204.0,331714.3
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY EL,05/01/2018 12:00:00 AM,245.0,182.0,14.0,49.0,123061.72999999998
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP EL,06/01/2018 12:00:00 AM,345.0,113.0,15.0,217.0,84211.93000000001
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RIOJAS ELEMENTARY,06/01/2018 12:00:00 AM,680.0,100.0,40.0,540.0,84054.68000000001
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RIVER OAKS EL,06/01/2018 12:00:00 AM,556.0,409.0,51.0,97.0,355992.09
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ EL,06/01/2018 12:00:00 AM,468.0,427.0,23.0,19.0,388498.33999999997
2017-2018,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,RON JACKSON STATE JUVENILE CORRECTIONAL UNIT I,06/01/2018 12:00:00 AM,261.0,261.0,0.0,0.0,353765.00000000006
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE DEVELOPMENT CTR.,05/01/2018 12:00:00 AM,216.0,46.0,7.0,162.0,22023.51
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,ROWE LANE ELEMENTARY,06/01/2018 12:00:00 AM,816.0,95.0,37.0,683.0,75960.62999999999
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,RUTH BARRON EL,06/01/2018 12:00:00 AM,699.0,515.0,64.0,120.0,366189.88
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SADLER MEANS YWLA,06/01/2018 12:00:00 AM,361.0,309.0,23.0,30.0,205544.14000000004
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ EL,06/01/2018 12:00:00 AM,256.0,224.0,19.0,14.0,175355.74
2017-2018,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,SCHAEFFER HOUSE,06/01/2018 12:00:00 AM,23.0,23.0,0.0,0.0,27801.649999999998
2017-2018,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,SERENE HILLS ELEMENTARY SCHOOL,06/01/2018 12:00:00 AM,804.0,34.0,14.0,756.0,48859.92
2017-2018,1070,MANOR ISD,TRAVIS,Educational Institution,Public,SHADOWGLEN EL,05/01/2018 12:00:00 AM,590.0,292.0,67.0,231.0,229913.38999999998
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS EL,06/01/2018 12:00:00 AM,194.0,194.0,0.0,0.0,144858.11000000002
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,05/01/2018 12:00:00 AM,1246.0,297.0,42.0,907.0,115345.42
2017-2018,1072,DEL VALLE ISD,TRAVIS,Educational Institution,Public,SMITH EL,06/01/2018 12:00:00 AM,741.0,595.0,63.0,83.0,477463.10000000003
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY COMBES,06/01/2018 12:00:00 AM,55.0,55.0,0.0,0.0,99114.95999999999
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - CASA BLANCA,06/01/2018 12:00:00 AM,40.0,40.0,0.0,0.0,82610.63
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - CASITA EL PASO,06/01/2018 12:00:00 AM,74.0,74.0,0.0,0.0,157194.82
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM - HOUSTON-MESA UMSP,06/01/2018 12:00:00 AM,33.0,33.0,0.0,0.0,37938.94
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM INC. -CASA CONROE-UMSP,06/01/2018 12:00:00 AM,125.0,125.0,0.0,0.0,244926.45
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAM LA ESPERANZA,06/01/2018 12:00:00 AM,124.0,124.0,0.0,0.0,95497.78
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAMS - DOWNTOWN HOUSTON,06/01/2018 12:00:00 AM,63.0,63.0,0.0,0.0,124811.74
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SOUTHWEST KEY PROGRAMS - FRANKLIN EL PASO,06/01/2018 12:00:00 AM,45.0,45.0,0.0,0.0,91895.06999999999
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,SPRINGHILL EL,06/01/2018 12:00:00 AM,619.0,360.0,66.0,193.0,273228.77999999997
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO EL,05/01/2018 12:00:00 AM,295.0,230.0,20.0,45.0,191902.3
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT EL,05/01/2018 12:00:00 AM,846.0,243.0,54.0,549.0,151021.61
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY EL,06/01/2018 12:00:00 AM,500.0,258.0,19.0,223.0,220668.19
2017-2018,1368,SOUTHWEST KEY PROGRAMS INC.,TRAVIS,Private Non Profit Organization,RCCI,SW KEY SHELTER CARE PROGRAM,06/01/2018 12:00:00 AM,88.0,88.0,0.0,0.0,171027.00000000003
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN EL,05/01/2018 12:00:00 AM,273.0,273.0,0.0,0.0,197544.73
2017-2018,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,TAMAYO HOUSE,06/01/2018 12:00:00 AM,31.0,31.0,0.0,0.0,36113.63
2017-2018,1059,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Educational Institution,Charter,TEXAS EMPOWERMENT ACADEMY SCH,05/01/2018 12:00:00 AM,197.0,197.0,0.0,0.0,155419.43
2017-2018,1059,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Educational Institution,Charter,TEXAS EMPOWERMENT ACADEMY-EL,05/01/2018 12:00:00 AM,104.0,83.0,0.0,22.0,67801.64
2017-2018,1280,TEXAS SCHOOL FOR THE BLIND & VISUALLY IMPAIRED,TRAVIS,Government Agency,RCCI,TEXAS SCHOOL FOR THE BLIND & VISUALLY IMPAIRED,06/01/2018 12:00:00 AM,142.0,135.0,0.0,7.0,62466.72000000001
2017-2018,1281,TEXAS SCHOOL FOR THE DEAF,TRAVIS,Government Agency,RCCI,TEXAS SCHOOL FOR THE DEAF,06/01/2018 12:00:00 AM,486.0,302.0,39.0,145.0,257933.89999999997
2017-2018,1067,EAST AUSTIN COLLEGE PREP ACADEMY,TRAVIS,Educational Institution,Charter,THE EAST AUSTIN COLLEGE PREP AT MLK,06/01/2018 12:00:00 AM,350.0,299.0,0.0,51.0,177683.36999999997
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,TIMMERMAN EL,06/01/2018 12:00:00 AM,547.0,256.0,40.0,251.0,197733.46
2017-2018,1398,The SAFE Alliance,TRAVIS,Private Non Profit Organization,RCCI,TOPFER COTTAGE,06/01/2018 12:00:00 AM,10.0,10.0,0.0,0.0,18434.800000000003
2017-2018,1282,TRAVIS COUNTY JUVENILE PROBATION DEPARTMENT,TRAVIS,Government Agency,RCCI,TRAVIS COUNTY JUVENILE PROBATION DEPT,06/01/2018 12:00:00 AM,92.0,92.0,0.0,0.0,160524.59
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS H S,05/01/2018 12:00:00 AM,1262.0,913.0,70.0,279.0,476089.3499999999
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,06/01/2018 12:00:00 AM,480.0,299.0,15.0,167.0,244093.77
2017-2018,1063,UNIVERSITY OF TEXAS AT AUSTIN,TRAVIS,Educational Institution,Charter,UNIVERSITY OF TEXAS ELEMENTARY,05/01/2018 12:00:00 AM,292.0,136.0,23.0,133.0,96503.49
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,05/01/2018 12:00:00 AM,342.0,342.0,0.0,0.0,264245.92
2017-2018,1071,EANES ISD,TRAVIS,Educational Institution,Public,VALLEY VIEW EL,05/01/2018 12:00:00 AM,518.0,43.0,4.0,471.0,24359.14
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK EL,06/01/2018 12:00:00 AM,592.0,528.0,22.0,43.0,393706.72
2017-2018,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE ALTAMIRA ACADEMY,06/01/2018 12:00:00 AM,411.0,232.0,51.0,128.0,131601.2
2017-2018,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE EDEN PARK ACADEMY,06/01/2018 12:00:00 AM,359.0,174.0,60.0,125.0,98333.8
2017-2018,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE REAL LEARNING ACADEMY,06/01/2018 12:00:00 AM,613.0,420.0,63.0,130.0,202072.23999999996
2017-2018,1057,WAYSIDE SCHOOLS,TRAVIS,Educational Institution,Charter,WAYSIDE SCI-TECH MIDDLE AND H S,05/01/2018 12:00:00 AM,562.0,243.0,36.0,283.0,56137.829999999994
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE,05/01/2018 12:00:00 AM,683.0,594.0,34.0,56.0,299233.22
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,05/01/2018 12:00:00 AM,263.0,228.0,10.0,25.0,192250.18999999997
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WEISS HIGH SCHOOL,06/01/2018 12:00:00 AM,887.0,364.0,76.0,447.0,214143.77
2017-2018,1074,LAKE TRAVIS ISD,TRAVIS,Educational Institution,Public,WEST CYPRESS HILLS EL,06/01/2018 12:00:00 AM,806.0,68.0,9.0,729.0,56180.35999999999
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WESTVIEW MIDDLE,06/01/2018 12:00:00 AM,798.0,532.0,93.0,173.0,381979.34
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN EL,05/01/2018 12:00:00 AM,522.0,447.0,30.0,45.0,320372.25
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WIELAND ELEMENTARY,06/01/2018 12:00:00 AM,444.0,237.0,45.0,163.0,210932.63
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS EL,05/01/2018 12:00:00 AM,470.0,312.0,59.0,100.0,209965.25
2017-2018,1249,TEXAS JUVENILE JUSTICE DEPARTMENT,TRAVIS,Government Agency,RCCI,WILLOUGHBY HOUSE,06/01/2018 12:00:00 AM,25.0,25.0,0.0,0.0,33816.509999999995
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WINDERMERE EL,06/01/2018 12:00:00 AM,442.0,173.0,44.0,225.0,133606.05
2017-2018,1069,PFLUGERVILLE ISD,TRAVIS,Educational Institution,Public,WINDERMERE PRI,06/01/2018 12:00:00 AM,415.0,201.0,40.0,174.0,156472.08000000002
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN EL,05/01/2018 12:00:00 AM,254.0,213.0,13.0,29.0,151600.27
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE EL,06/01/2018 12:00:00 AM,486.0,432.0,25.0,29.0,333619.99000000005
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN EL,05/01/2018 12:00:00 AM,510.0,454.0,20.0,36.0,299719.99
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA EL,05/01/2018 12:00:00 AM,304.0,304.0,0.0,0.0,218276.06000000003
2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER EL,05/01/2018 12:00:00 AM,558.0,102.0,17.0,439.0,61966.92
