CAMPUS,C200A001S17R,C200AM01S17R,C200AR01S17R,C300A001S17R,C300AM01S17R,C300AR01S17R,C400A001S17R,C400AM01S17R,C400AR01S17R,CA00A001S17R,CA00AM01S17R,CA00AR01S17R,CB00A001S17R,CB00AM01S17R,CB00AR01S17R,CE00A001S17R,CE00AM01S17R,CE00AR01S17R,CF00A001S17R,CF00AM01S17R,CF00AR01S17R,CH00A001S17R,CH00AM01S17R,CH00AR01S17R,CI00A001S17R,CI00AM01S17R,CI00AR01S17R,CL00A001S17R,CL00AM01S17R,CL00AR01S17R,CM00A001S17R,CM00AM01S17R,CM00AR01S17R,CR00A001S17R,CR00AM01S17R,CR00AR01S17R,CS00A001S17R,CS00AM01S17R,CS00AR01S17R,CW00A001S17R,CW00AM01S17R,CW00AR01S17R
'227901145,-1,-1,-1,100,-1,-1,.,.,.,72,78,71,66,71,71,71,78,70,75,85,75,72,79,70,.,.,.,64,74,64,68,72,67,59,69,58,46,50,50,-1,-1,-1
'227901146,100,100,100,100,-1,-1,.,.,.,85,86,89,57,-1,-1,73,76,78,87,87,90,78,79,80,.,.,.,54,-1,70,84,85,87,46,44,64,49,54,58,89,90,93
'227901147,74,89,78,94,92,92,-1,-1,-1,75,77,77,60,-1,75,65,70,65,73,74,77,69,75,69,.,.,.,67,73,61,76,80,77,55,61,57,37,37,40,84,81,90
'227901148,88,84,89,95,100,90,.,.,.,81,87,82,85,100,-1,61,74,60,85,89,87,66,78,67,-1,-1,-1,57,72,58,78,85,77,60,72,62,60,65,63,94,94,94
'227901149,-1,-1,-1,.,.,.,.,.,.,65,80,53,65,80,50,64,79,52,71,85,55,65,80,53,.,.,.,61,78,48,61,75,52,59,76,45,47,59,41,82,-1,-1
'227901150,.,.,.,.,.,.,.,.,.,69,84,64,65,80,61,70,85,65,72,86,68,75,88,69,.,.,.,72,90,69,66,81,60,65,83,61,38,56,-1,-1,-1,-1
'227901151,96,100,100,92,100,100,.,.,.,70,76,69,67,71,71,67,73,65,71,74,75,63,71,59,-1,-1,-1,60,68,57,70,79,63,57,65,56,39,48,43,87,88,88
'227901152,100,-1,-1,56,55,55,.,.,.,67,72,62,45,50,44,66,71,61,69,72,66,68,73,62,.,.,.,63,69,57,65,72,59,61,68,56,33,42,32,95,100,100
'227901154,91,92,92,85,87,84,100,-1,-1,93,94,95,86,88,88,64,65,70,93,94,95,87,88,91,.,.,.,52,57,54,93,94,95,62,62,67,62,58,67,96,96,98
'227901155,90,93,93,97,100,96,-1,-1,-1,90,92,92,56,50,70,71,74,76,90,91,93,85,85,90,.,.,.,92,95,90,90,93,91,62,69,62,53,67,48,93,95,93
'227901156,100,-1,-1,.,.,.,.,.,.,72,78,69,47,-1,71,70,77,66,74,80,73,71,78,66,.,.,.,75,84,71,69,75,64,65,79,59,48,80,-1,90,93,93
'227901157,.,.,.,.,.,.,.,.,.,61,71,55,71,73,71,60,70,54,59,68,58,61,72,53,.,.,.,65,79,55,63,73,53,58,69,52,19,-1,-1,-1,-1,-1
'227901158,85,-1,-1,100,-1,-1,.,.,.,65,63,73,50,-1,-1,49,47,58,69,64,78,56,52,65,.,.,.,47,44,57,61,61,68,49,44,59,18,-1,-1,87,88,94
'227901159,82,-1,-1,100,-1,-1,.,.,.,85,91,85,82,83,87,84,91,84,85,91,86,85,92,84,.,.,.,84,91,81,84,91,84,80,88,80,56,68,48,87,92,100
'227901160,-1,-1,-1,55,75,-1,.,.,.,66,69,70,77,88,88,65,69,69,69,71,76,66,69,69,.,.,.,60,66,64,63,68,63,57,64,63,45,52,48,82,83,83
'227901161,-1,-1,-1,-1,-1,-1,.,.,.,75,83,76,55,60,53,74,83,75,79,84,82,77,87,78,-1,-1,-1,77,87,78,70,83,69,73,82,74,36,48,42,68,70,70
'227901162,-1,-1,-1,.,.,.,.,.,.,58,67,54,62,71,52,58,67,54,58,66,54,58,67,53,-1,-1,-1,61,72,56,59,68,54,55,64,53,51,53,53,100,-1,-1
'227901163,83,-1,-1,74,79,79,.,.,.,83,86,83,69,77,73,83,86,84,82,85,83,84,87,84,-1,-1,-1,86,88,86,84,87,83,83,86,84,62,65,65,80,83,83
'227901164,.,.,.,-1,-1,-1,.,.,.,57,62,56,65,67,61,57,62,56,60,60,62,56,61,56,.,.,.,55,61,54,54,64,49,54,61,51,48,56,40,65,83,-1
'227901165,.,.,.,-1,-1,-1,.,.,.,84,92,82,83,-1,-1,83,91,81,83,92,83,83,92,82,.,.,.,83,91,81,84,91,80,83,92,81,39,56,34,-1,-1,-1
'227901166,57,63,-1,100,-1,-1,.,.,.,63,67,61,64,50,60,62,65,59,65,67,62,63,67,60,.,.,.,62,65,57,62,67,59,48,56,40,45,51,43,62,70,60
'227901168,-1,-1,-1,-1,-1,-1,.,.,.,72,80,66,62,91,45,71,79,65,70,75,65,71,79,66,.,.,.,74,80,67,74,84,68,69,77,63,62,75,50,91,89,100
'227901170,86,83,83,100,-1,-1,.,.,.,84,85,88,60,-1,-1,74,75,78,87,85,91,79,81,83,.,.,.,77,75,81,82,84,85,56,58,65,41,47,43,91,89,94
'227901171,-1,-1,-1,90,-1,-1,.,.,.,73,79,74,68,60,80,70,77,71,70,77,72,73,79,74,.,.,.,79,86,78,76,82,76,66,75,67,41,55,43,100,100,100
'227901172,84,92,75,100,-1,-1,.,.,.,69,74,69,49,53,47,61,68,60,72,77,73,62,69,64,.,.,.,59,68,57,65,71,64,50,59,49,34,43,39,88,89,88
'227901173,79,77,85,79,-1,-1,.,.,.,69,69,76,50,50,70,65,66,72,74,72,80,67,67,73,.,.,.,68,71,73,64,65,71,46,47,56,25,31,31,79,76,83
'227901174,-1,-1,-1,-1,-1,-1,.,.,.,59,69,58,32,35,35,58,67,57,65,72,66,61,71,59,.,.,.,61,73,57,54,65,50,53,66,51,25,29,32,-1,-1,-1
'227901175,-1,-1,-1,.,.,.,.,.,.,52,54,55,50,-1,69,53,55,55,55,51,62,52,56,55,.,.,.,60,66,60,49,57,48,48,53,50,40,48,32,-1,-1,-1
'227901176,.,.,.,.,.,.,.,.,.,66,71,68,47,-1,-1,65,70,66,68,71,72,66,71,68,.,.,.,61,70,64,65,72,64,60,68,62,38,53,29,78,86,79
'227901177,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227901178,.,.,.,.,.,.,.,.,.,68,76,62,63,67,60,68,76,62,67,73,62,69,78,62,-1,-1,-1,70,81,61,70,81,61,64,74,57,45,50,38,75,-1,-1
'227901179,78,78,78,89,95,90,-1,-1,-1,80,83,82,40,42,53,62,64,69,80,83,84,69,70,72,-1,-1,-1,64,77,68,79,83,81,55,63,59,39,46,38,89,94,91
'227901180,98,100,100,100,100,100,.,.,.,97,97,98,100,-1,-1,78,85,79,97,97,99,96,95,98,-1,-1,-1,100,100,100,96,98,98,85,93,89,87,90,93,96,98,98
'227901181,98,100,100,99,100,97,.,.,.,95,96,96,80,73,82,82,85,82,96,96,96,93,97,93,.,.,.,81,94,71,94,96,96,81,91,81,84,90,83,96,96,97
'227901182,96,97,100,95,97,93,.,.,.,90,92,93,78,88,76,79,82,86,90,92,92,86,89,91,-1,-1,-1,73,80,77,89,91,94,62,71,72,42,43,49,92,93,95
'227901183,91,100,88,97,100,93,.,.,.,87,91,88,60,76,57,78,85,77,86,90,87,86,90,89,-1,-1,-1,79,90,85,88,93,89,67,76,69,51,49,56,91,93,91
'227901184,94,100,92,94,95,94,.,.,.,93,94,93,55,-1,-1,95,86,100,92,93,92,91,92,94,.,.,.,94,95,95,94,95,95,69,77,66,66,71,63,94,95,94
'227901185,91,92,83,94,100,83,.,.,.,85,90,81,80,82,77,84,91,77,86,89,81,85,90,79,-1,-1,-1,82,88,73,85,90,80,80,88,72,63,75,53,92,93,90
'227901186,-1,-1,-1,80,-1,-1,.,.,.,81,85,81,69,-1,83,81,85,81,83,84,84,81,85,81,-1,-1,-1,81,85,80,79,85,77,80,84,81,46,55,38,100,100,100
'227901187,88,90,90,95,97,97,.,.,.,89,92,88,92,100,100,63,68,61,90,93,88,75,81,75,-1,-1,-1,54,58,55,88,91,88,55,66,52,54,64,50,93,96,91
'227901188,100,-1,-1,.,.,.,.,.,.,75,82,71,88,90,80,75,82,71,79,84,78,74,81,70,.,.,.,73,82,69,71,80,63,73,81,69,33,42,31,100,-1,-1
'227901189,83,-1,-1,.,.,.,.,.,.,70,75,69,68,66,63,70,75,69,71,76,68,70,78,70,.,.,.,70,76,71,69,74,69,68,74,68,38,41,38,67,-1,-1
'227901190,45,-1,-1,.,.,.,.,.,.,67,74,66,62,73,64,66,72,65,71,76,75,67,74,65,-1,-1,-1,69,75,66,62,71,57,61,68,62,33,41,32,92,-1,100
'227901192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227901193,-1,-1,-1,.,.,.,.,.,.,59,66,53,-1,-1,-1,58,66,52,61,62,57,60,67,53,.,.,.,59,66,52,58,70,49,57,64,50,27,-1,-1,-1,-1,-1
'227901194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227901249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227901250,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227901251,.,.,.,.,.,.,.,.,.,56,-1,-1,-1,-1,-1,72,-1,-1,70,-1,-1,-1,.,-1,.,.,.,-1,.,-1,47,-1,-1,.,.,.,56,-1,-1,58,-1,-1
'227904001,79,100,63,95,100,90,-1,.,-1,80,82,69,74,73,62,75,78,62,84,85,74,78,84,66,80,-1,-1,56,68,30,76,79,65,72,81,54,42,49,24,84,80,77
'227904003,69,-1,61,88,88,81,92,-1,-1,68,60,56,64,54,51,66,61,54,73,64,63,64,60,51,53,-1,-1,47,59,28,64,58,51,65,59,54,37,31,23,81,63,73
'227904004,91,92,84,94,100,88,92,-1,83,84,86,75,77,79,66,75,81,61,88,90,81,80,84,69,-1,.,-1,51,69,32,81,83,70,75,85,59,49,55,31,91,91,85
'227904008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227904041,77,79,76,89,95,83,-1,-1,-1,76,82,75,66,72,67,64,74,64,80,84,82,71,79,71,-1,-1,-1,52,70,48,71,80,68,58,73,59,34,49,31,89,91,89
'227904042,73,70,70,83,95,82,-1,-1,-1,67,71,68,60,60,65,62,66,64,69,73,72,64,69,64,-1,-1,-1,57,65,57,65,69,65,48,54,50,27,29,29,86,89,86
'227904043,92,94,92,94,99,95,.,.,.,84,87,85,74,79,77,76,80,79,85,87,88,82,85,83,89,-1,-1,72,78,71,83,88,83,63,69,67,44,50,47,89,91,90
'227904045,73,88,63,90,96,85,-1,-1,-1,63,64,64,59,53,61,60,61,61,63,63,67,59,61,61,.,.,.,48,54,49,62,65,62,51,56,60,21,23,20,62,60,63
'227904046,84,89,83,95,100,92,.,.,.,87,91,87,80,82,79,77,81,77,90,92,90,84,88,84,-1,-1,-1,58,69,54,85,90,84,76,88,77,50,61,46,93,97,93
'227904048,89,92,89,92,94,92,-1,-1,-1,84,89,81,78,88,78,75,85,70,87,92,84,78,85,75,75,-1,-1,54,70,48,81,87,79,65,82,64,40,51,33,92,95,90
'227904101,91,100,100,92,100,100,.,.,.,79,81,82,65,69,68,70,74,73,80,82,84,76,78,78,.,.,.,60,61,70,78,80,81,68,76,72,38,50,37,85,85,89
'227904102,80,-1,-1,88,94,83,.,.,.,79,78,82,74,65,87,75,75,80,75,76,79,78,78,82,.,.,.,78,81,79,82,79,86,71,72,82,57,67,58,80,81,75
'227904103,96,100,90,95,94,94,-1,-1,-1,77,82,76,54,64,55,66,75,61,83,86,83,70,76,68,.,.,.,74,86,64,73,79,71,71,84,69,69,69,69,89,93,88
'227904104,73,86,-1,89,85,95,-1,-1,-1,64,71,66,53,60,53,62,69,64,64,73,61,63,71,65,.,.,.,60,71,62,65,68,71,43,51,42,38,33,42,69,73,73
'227904105,78,73,82,91,88,96,.,.,.,66,73,66,60,65,61,65,72,63,65,70,69,66,73,63,.,.,.,66,75,63,68,76,63,54,65,54,17,27,11,65,73,70
'227904106,71,68,68,79,86,79,-1,-1,-1,77,85,79,75,78,80,71,82,72,79,85,82,74,86,75,-1,-1,-1,63,79,60,76,85,75,73,82,71,48,63,44,84,90,84
'227904107,100,100,100,.,.,.,.,.,.,73,81,72,64,78,60,72,80,72,79,86,78,74,82,74,.,.,.,76,83,78,66,75,66,65,87,62,54,72,48,80,83,87
'227904108,79,75,81,89,94,88,.,.,.,75,79,75,60,64,60,64,70,61,78,80,81,72,79,71,-1,-1,-1,79,84,74,72,79,70,65,76,63,39,41,41,88,93,89
'227904109,71,67,67,90,96,87,.,.,.,74,77,78,60,55,72,69,72,73,77,79,82,71,75,75,.,.,.,77,82,80,70,74,74,57,65,65,28,39,29,87,93,93
'227904110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227904111,60,-1,-1,88,100,83,.,.,.,77,82,76,62,65,59,76,80,76,78,79,82,79,85,78,.,.,.,82,87,79,76,84,71,76,85,77,45,46,54,88,85,92
'227904112,90,90,90,91,94,91,.,.,.,87,91,89,66,71,73,82,83,88,89,94,91,87,90,91,100,-1,-1,90,94,88,85,88,87,72,84,71,54,60,50,92,96,92
'227904113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227904114,84,86,71,79,92,75,.,.,.,72,77,72,51,60,51,67,73,65,80,82,83,73,79,72,-1,-1,-1,69,77,64,64,73,59,59,73,58,24,31,19,77,80,81
'227904115,92,93,93,97,91,100,.,.,.,91,93,92,90,97,95,83,84,85,92,92,95,88,91,88,.,.,.,95,90,100,89,93,89,88,95,93,69,82,68,92,93,93
'227904116,86,84,79,95,100,95,83,-1,-1,84,87,84,80,82,80,79,84,80,84,88,86,82,86,83,-1,-1,-1,79,84,81,83,86,82,78,86,77,49,57,51,88,89,89
'227904117,69,-1,-1,87,96,87,.,.,.,71,80,72,39,50,39,68,76,68,78,83,82,68,76,73,-1,-1,-1,81,92,81,64,77,63,61,75,63,43,56,44,91,100,90
'227904118,82,86,79,90,98,86,100,-1,-1,85,91,86,74,86,79,73,86,76,89,93,91,84,90,87,100,-1,-1,81,92,75,82,89,81,80,91,77,60,77,55,89,93,89
'227904119,.,.,.,73,-1,-1,.,.,.,79,86,77,77,81,78,77,83,76,81,85,78,79,85,76,-1,-1,-1,80,87,77,78,86,77,75,89,66,41,55,24,96,100,89
'227904120,93,94,94,92,100,100,-1,-1,-1,76,83,76,56,64,53,64,70,66,76,82,79,75,82,74,.,.,.,68,71,75,75,83,73,63,71,61,42,50,32,87,94,88
'227907001,73,75,67,56,-1,48,-1,.,-1,62,66,49,59,64,46,61,67,47,70,77,58,63,67,49,-1,-1,-1,42,54,25,55,59,42,54,64,39,27,38,13,69,53,58
'227907002,.,.,.,.,.,.,.,.,.,33,36,18,18,-1,-1,34,37,19,36,-1,22,40,55,25,.,.,.,32,-1,-1,31,46,-1,33,38,17,-1,-1,-1,-1,-1,-1
'227907004,100,-1,100,95,-1,89,.,.,.,86,79,77,82,71,78,83,78,73,87,85,78,84,81,72,-1,.,-1,62,-1,35,85,74,76,73,74,57,61,-1,-1,91,-1,83
'227907041,43,44,50,77,60,90,-1,-1,-1,51,53,56,40,40,45,47,51,52,53,52,62,52,55,56,-1,-1,-1,36,44,39,49,54,51,37,42,43,21,26,17,67,69,76
'227907042,76,89,89,77,81,74,100,-1,-1,63,68,68,61,65,69,61,66,65,69,73,74,61,66,65,.,.,.,44,52,46,57,63,61,52,58,57,28,32,29,82,79,89
'227907101,-1,-1,-1,-1,-1,-1,.,.,.,69,78,66,63,78,62,66,76,63,69,76,69,68,78,64,-1,-1,-1,65,77,59,68,80,63,62,73,59,50,53,47,79,78,78
'227907102,77,78,78,75,73,82,.,.,.,70,74,72,61,70,65,67,72,69,70,71,74,71,75,71,.,.,.,64,68,63,71,77,70,62,65,62,42,-1,-1,76,77,74
'227907104,-1,-1,-1,.,.,.,.,.,.,61,69,50,58,64,56,60,68,49,58,65,48,61,69,48,-1,-1,-1,59,67,46,64,72,51,57,66,44,52,60,50,100,-1,-1
'227907105,45,63,-1,-1,-1,-1,.,.,.,62,70,60,43,58,39,59,69,58,67,74,68,62,72,60,.,.,.,63,73,61,55,66,53,57,67,55,25,35,25,79,74,88
'227907106,69,-1,-1,59,-1,-1,-1,-1,-1,54,57,55,50,49,56,48,54,47,58,60,58,52,57,53,.,.,.,49,57,49,51,55,53,47,53,48,58,64,60,81,91,73
'227907107,-1,-1,-1,60,88,-1,.,.,.,59,65,60,40,40,49,58,64,60,62,64,68,62,68,63,-1,-1,-1,64,74,61,55,65,52,57,63,58,36,43,36,82,100,83
'227907108,67,64,86,88,92,89,.,.,.,76,80,77,73,76,72,75,78,76,79,83,79,71,77,71,.,.,.,71,80,69,73,77,75,67,73,67,75,78,70,98,100,100
'227907109,74,83,75,95,100,100,.,.,.,69,74,69,63,67,67,62,69,62,71,75,75,68,74,68,.,.,.,61,69,58,66,73,63,59,67,59,41,47,41,77,85,74
'227909001,99,86,100,98,87,97,-1,.,-1,98,93,97,88,83,83,97,100,92,98,95,97,98,100,96,100,-1,-1,95,-1,92,97,91,96,86,77,81,79,76,70,97,93,97
'227909005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227909041,98,100,98,98,100,97,.,.,.,96,97,96,88,82,82,86,91,83,97,97,97,91,93,93,90,86,86,73,80,90,96,97,95,80,85,80,70,74,66,97,97,96
'227909042,99,100,100,98,98,97,.,.,.,96,97,97,100,-1,-1,80,86,86,96,96,97,94,97,93,.,.,.,77,86,71,96,97,97,76,78,74,75,77,77,96,96,97
'227909101,90,92,100,96,100,96,.,.,.,92,96,94,100,-1,-1,100,100,100,94,96,95,90,93,91,.,.,.,90,100,100,90,95,93,71,84,76,61,63,71,92,96,93
'227909102,92,100,93,100,100,100,.,.,.,96,97,97,86,-1,100,100,100,100,97,96,99,93,97,92,-1,-1,-1,82,83,83,94,98,96,82,83,79,76,76,82,96,97,98
'227909103,100,100,100,100,100,100,.,.,.,93,94,94,-1,-1,-1,86,85,86,92,92,95,92,91,91,-1,-1,-1,78,78,78,94,96,94,69,73,78,59,58,64,92,94,94
'227909104,96,100,100,96,98,95,.,.,.,97,98,98,-1,-1,-1,-1,-1,-1,97,98,97,98,97,100,.,.,.,100,100,100,98,99,100,92,88,92,86,82,86,97,98,99
'227909105,98,100,100,99,99,99,.,.,.,96,97,96,.,.,.,-1,-1,-1,98,98,97,97,100,100,.,.,.,100,-1,-1,95,95,95,98,100,95,79,81,76,95,95,93
'227909106,100,100,100,98,100,100,.,.,.,95,97,97,-1,-1,-1,86,100,80,94,96,95,92,96,93,.,.,.,77,90,78,96,97,98,72,74,79,76,81,81,95,96,97
'227910001,78,91,56,68,-1,59,-1,-1,-1,68,73,54,69,69,55,66,72,52,75,81,62,68,74,54,57,-1,-1,45,67,24,62,67,47,60,69,44,36,48,19,75,75,65
'227910002,-1,.,-1,-1,-1,-1,.,.,.,45,57,33,43,-1,50,46,64,33,59,64,45,44,58,30,.,.,.,34,58,16,35,53,24,46,59,33,-1,.,-1,80,.,-1
'227910041,76,79,86,74,89,67,.,.,.,65,70,65,61,63,64,63,68,63,69,74,72,65,71,64,71,86,71,55,65,50,61,67,58,55,63,55,28,35,28,62,64,65
'227910042,83,90,90,-1,-1,-1,.,.,.,58,61,61,51,51,53,57,60,60,61,64,66,57,61,61,.,.,.,47,53,50,54,58,56,45,50,49,34,37,33,73,71,81
'227910043,88,100,78,-1,-1,-1,.,.,.,59,65,58,58,63,56,59,65,57,65,70,65,59,66,58,.,.,.,52,60,50,54,61,51,48,56,48,33,35,29,55,52,48
'227910101,74,75,75,89,-1,-1,.,.,.,64,70,61,65,62,69,61,68,58,66,71,64,62,69,59,100,-1,-1,59,66,57,62,70,59,53,60,50,39,48,36,79,81,71
'227910106,100,100,100,-1,-1,-1,.,.,.,65,73,60,65,67,71,64,72,59,66,72,63,64,72,58,.,.,.,65,74,60,64,73,57,58,67,52,33,38,24,69,67,67
'227910107,-1,-1,-1,.,.,.,.,.,.,63,75,56,95,100,100,64,76,58,66,78,57,62,75,54,.,.,.,60,75,51,60,73,55,60,73,52,36,56,33,69,-1,-1
'227910108,-1,-1,-1,56,-1,-1,.,.,.,58,67,50,49,54,43,58,67,49,61,67,55,59,69,51,.,.,.,66,77,56,55,66,45,51,61,41,35,43,28,-1,-1,-1
'227910109,89,86,86,100,-1,-1,.,.,.,58,61,57,48,50,54,54,58,53,64,64,66,58,61,56,.,.,.,45,54,42,51,58,46,45,49,44,12,-1,-1,71,81,69
'227910110,70,-1,-1,79,-1,-1,.,.,.,64,70,64,52,53,50,62,69,61,63,68,64,64,71,64,.,.,.,62,73,60,65,73,64,57,66,56,21,19,22,87,93,86
'227910111,-1,-1,-1,.,.,.,-1,-1,-1,61,72,56,-1,-1,-1,61,71,55,65,74,60,61,72,55,.,.,.,59,73,52,57,69,53,57,69,51,16,19,-1,69,75,67
'227910112,93,100,91,-1,-1,-1,.,.,.,69,80,66,63,72,52,68,78,65,69,78,65,68,80,65,-1,-1,-1,67,81,63,70,82,66,61,74,58,40,54,31,74,73,80
'227912001,85,-1,-1,-1,.,-1,-1,-1,-1,82,76,73,.,.,.,68,56,56,86,82,79,77,79,68,-1,.,.,47,-1,-1,79,71,68,69,66,48,41,45,22,83,76,74
'227912041,67,69,69,100,-1,-1,100,-1,-1,81,83,87,100,-1,-1,69,73,76,82,81,87,72,72,74,-1,-1,-1,46,56,56,80,85,87,54,64,69,29,30,43,83,86,90
'227912101,100,-1,-1,.,.,.,.,.,.,75,78,72,-1,-1,-1,57,57,56,71,70,73,78,74,83,.,.,.,79,71,86,79,87,72,58,53,63,-1,-1,-1,73,78,68
'227912102,96,89,100,.,.,.,-1,-1,-1,88,91,90,-1,-1,-1,78,82,81,90,94,93,89,91,93,-1,-1,-1,77,80,80,86,90,88,72,78,76,67,77,62,87,92,89
'227913001,88,100,80,98,100,96,-1,.,-1,93,92,88,83,70,76,79,87,66,95,95,92,86,91,78,89,-1,-1,56,71,37,91,89,85,83,86,73,61,63,40,95,92,92
'227913041,97,99,97,100,100,100,100,-1,-1,94,95,94,80,93,71,89,88,90,95,94,95,88,89,89,100,-1,-1,74,81,81,93,95,93,80,81,79,64,69,62,95,95,95
'227913042,97,95,95,100,100,99,.,.,.,94,95,94,81,82,82,78,82,79,94,95,96,85,88,85,100,100,100,64,71,66,93,95,92,78,82,77,64,74,60,96,97,97
'227913101,100,100,100,90,88,88,.,.,.,82,85,85,64,-1,-1,72,75,74,81,80,85,71,75,75,.,.,.,65,69,69,84,88,84,65,68,70,49,49,51,93,94,94
'227913102,97,96,96,98,100,97,.,.,.,93,92,95,71,-1,-1,95,92,92,92,89,94,84,81,85,-1,-1,-1,96,89,100,95,95,95,82,82,82,73,70,76,95,94,96
'227913103,94,100,100,99,100,100,.,.,.,91,93,94,79,-1,-1,78,78,83,91,93,94,84,83,85,-1,-1,-1,67,70,70,91,94,93,71,75,75,64,57,67,92,95,95
'227913104,100,100,100,100,100,100,.,.,.,96,97,96,100,100,100,86,92,83,97,97,97,90,93,93,-1,-1,-1,87,89,89,94,97,94,79,75,86,77,74,83,96,97,95
'227913105,92,95,90,100,100,100,.,.,.,92,94,92,-1,-1,-1,80,85,81,94,95,94,92,94,91,-1,-1,-1,71,75,75,91,93,91,68,72,72,58,58,63,92,94,92
'227913106,86,92,88,97,100,100,.,.,.,91,93,93,-1,-1,-1,76,79,75,91,92,92,87,88,89,-1,-1,-1,69,83,-1,92,94,94,80,86,81,68,74,67,93,94,94
